loan_id,age,occupation,employment_sector,monthly_income,wealth_index,loan_amount,tenure_months,interest_rate,missed_payments,repayment_ratio,outstanding_balance,default_flag
LN02627,25,other,public,127219.05,1,368241.26,6,13.9,0,0.921,29076.64,0
LN02628,55,civil_servant,informal,95797.84,1,50000.0,22,16.2,1,0.7973,10135.3,0
LN02629,26,trader,informal,50000.0,1,196747.0,10,14.0,2,0.9703,5838.64,0
LN02630,71,farmer,public,61097.23,2,121122.89,21,11.5,1,0.9044,11573.61,0
LN02631,59,civil_servant,public,50000.0,2,83896.86,16,10.6,0,0.9223,6519.09,0
LN02632,70,trader,public,50000.0,4,691932.1,7,13.8,0,0.7439,177175.4,0
LN02633,53,artisan,private,169079.23,2,124052.43,6,11.2,0,0.2209,96654.89,1
LN02634,29,teacher,informal,50000.0,4,50000.0,9,12.2,0,0.8985,5077.41,0
LN02635,26,civil_servant,private,73521.52,2,50000.0,11,14.0,1,0.7722,11391.52,0
LN02636,41,artisan,public,50000.0,2,232587.49,14,12.6,0,0.809,44434.28,0
LN02637,62,teacher,public,50000.0,1,1595227.32,6,13.2,0,0.9001,159355.22,0
LN02638,32,trader,public,56623.84,1,50000.0,13,8.8,1,0.7431,12846.42,0
LN02639,67,civil_servant,self_employed,50000.0,4,590060.18,13,17.4,0,0.7964,120121.22,0
LN02640,36,civil_servant,private,236112.69,3,550917.19,17,7.6,1,0.8323,92373.87,0
LN02641,49,artisan,private,50000.0,2,110757.6,10,13.8,1,0.3212,75183.15,0
LN02642,35,trader,public,165650.02,4,125315.88,14,10.1,1,0.8229,22197.37,0
LN02643,48,civil_servant,informal,50000.0,3,754385.05,13,16.3,0,0.0561,712081.44,1
LN02644,47,trader,public,56095.11,1,327254.94,17,15.5,0,0.2168,256315.89,1
LN02645,25,farmer,self_employed,50000.0,2,1767297.01,7,12.0,0,0.8482,268268.66,0
LN02646,53,civil_servant,informal,92156.81,3,511897.77,6,18.2,2,0.7681,118714.89,0
LN02647,64,civil_servant,private,179332.51,3,1072047.5,10,11.3,1,0.7387,280116.53,0
LN02648,71,trader,informal,159145.02,1,367028.4,10,15.5,1,0.7384,96021.6,0
LN02649,41,teacher,public,77242.64,1,307780.27,6,9.1,0,0.7264,84198.46,0
LN02650,69,trader,self_employed,50000.0,2,459559.36,6,13.6,2,0.8918,49733.24,0
LN02651,68,farmer,public,77705.63,1,201403.02,8,8.3,0,0.711,58203.23,0
LN02652,74,civil_servant,private,50000.0,1,407487.89,11,12.1,0,0.9297,28635.71,0
LN02653,43,trader,public,50000.0,2,56172.62,12,11.8,0,0.2608,41525.52,1
LN02654,67,trader,public,179573.3,2,458297.88,6,15.5,2,0.273,333177.26,1
LN02655,53,trader,public,89289.79,1,162603.48,6,9.3,1,0.2186,127060.58,1
LN02656,27,trader,public,50000.0,2,120128.62,18,24.3,2,0.8458,18528.44,0
LN02657,38,artisan,private,294868.53,1,100087.98,10,6.5,1,0.0895,91130.4,1
LN02658,58,trader,private,50000.0,2,280069.73,11,12.9,3,0.1272,244457.74,1
LN02659,33,artisan,public,50000.0,3,1075100.88,6,13.2,1,0.9727,29368.79,0
LN02660,46,civil_servant,informal,50000.0,4,116242.6,11,14.2,1,0.2912,82397.96,0
LN02661,63,teacher,informal,144455.45,1,236684.58,9,9.9,0,0.7519,58716.77,0
LN02662,32,trader,public,50000.0,4,412049.72,8,13.0,1,0.9434,23327.05,0
LN02663,49,trader,private,186468.37,4,150709.57,6,9.7,1,0.9083,13821.33,0
LN02664,35,civil_servant,private,50000.0,2,50000.0,6,19.5,0,0.9736,1320.62,0
LN02665,51,other,self_employed,50000.0,5,123193.9,23,9.5,0,0.3135,84578.75,0
LN02666,37,farmer,public,50000.0,1,272771.88,9,11.4,0,0.934,18008.54,0
LN02667,73,artisan,self_employed,92936.86,1,180950.37,16,9.3,0,0.1142,160278.21,1
LN02668,28,farmer,public,50000.0,3,50000.0,10,8.8,1,0.9947,263.04,0
LN02669,73,civil_servant,public,50000.0,2,292596.77,10,6.4,0,0.2305,225163.79,1
LN02670,64,trader,self_employed,50000.0,1,834188.03,8,14.7,3,0.7212,232591.0,1
LN02671,67,trader,private,134131.3,1,556403.04,20,9.3,0,0.7292,150688.86,0
LN02672,67,farmer,self_employed,73134.86,1,52176.65,14,8.8,1,0.7499,13048.62,0
LN02673,34,civil_servant,public,137434.26,1,50000.0,7,8.1,1,0.0659,46706.98,1
LN02674,71,civil_servant,public,50000.0,1,50000.0,9,13.2,1,0.8125,9377.24,0
LN02675,54,teacher,public,50000.0,5,1084934.9,18,12.1,0,0.9835,17916.41,0
LN02676,73,civil_servant,public,50000.0,1,50000.0,6,12.1,0,0.8887,5563.64,0
LN02677,68,artisan,public,50000.0,3,50000.0,13,9.0,0,0.9116,4417.87,0
LN02678,53,civil_servant,private,50000.0,1,164160.51,15,13.7,1,0.3829,101298.47,0
LN02679,43,teacher,private,50000.0,1,117927.37,7,9.4,0,0.7757,26448.94,0
LN02680,30,farmer,self_employed,50000.0,4,50000.0,12,12.3,0,0.8704,6479.28,0
LN02681,30,teacher,public,50000.0,1,473224.7,15,11.4,4,0.8005,94392.01,1
LN02682,44,civil_servant,public,73854.85,1,354606.93,6,5.2,1,0.8412,56307.55,0
LN02683,65,civil_servant,self_employed,50000.0,3,307912.82,17,20.1,0,0.9473,16218.66,0
LN02684,50,civil_servant,public,351736.52,1,58108.45,13,14.3,0,0.05,55205.85,1
LN02685,49,civil_servant,informal,88650.01,1,98418.02,11,12.7,1,0.7433,25261.71,0
LN02686,37,teacher,public,105059.7,5,78630.33,12,13.4,3,0.8865,8924.81,1
LN02687,53,trader,private,50000.0,2,50000.0,16,20.2,2,0.7879,10605.57,0
LN02688,56,civil_servant,informal,50000.0,3,175750.85,25,16.5,0,0.7981,35491.81,0
LN02689,74,civil_servant,private,225214.18,1,163560.54,15,13.4,3,0.8865,18571.93,1
LN02690,61,farmer,private,63272.87,1,50000.0,16,9.2,0,0.797,10150.29,0
LN02691,55,civil_servant,self_employed,289797.79,2,731976.2,13,9.8,0,0.721,204223.46,0
LN02692,70,trader,public,50000.0,3,887353.82,23,5.0,0,0.8564,127399.04,0
LN02693,46,trader,self_employed,500000.0,1,50000.0,6,10.5,0,0.9111,4446.59,0
LN02694,71,civil_servant,informal,50913.59,4,1082135.07,6,14.6,0,0.3139,742479.74,0
LN02695,43,farmer,informal,50000.0,3,1888278.66,12,14.5,0,0.8408,300594.22,0
LN02696,31,civil_servant,private,204708.57,2,453412.74,15,14.5,0,0.3178,309299.57,0
LN02697,45,teacher,public,50000.0,2,62997.17,6,9.9,0,0.0833,57748.64,1
LN02698,31,teacher,self_employed,54389.46,2,884297.71,11,14.2,4,0.9454,48319.26,1
LN02699,30,artisan,private,50000.0,3,50000.0,10,15.3,1,0.8564,7177.8,0
LN02700,69,teacher,public,50000.0,1,286515.21,16,5.0,1,0.7703,65803.28,0
LN02701,64,artisan,public,50000.0,4,776650.12,14,13.2,2,0.3872,475941.71,0
LN02702,36,trader,public,50000.0,2,471112.69,6,20.3,1,0.9753,11627.39,0
LN02703,66,trader,private,50000.0,4,50000.0,6,10.8,0,0.8352,8237.78,0
LN02704,28,artisan,public,138387.78,5,1086601.82,7,5.0,4,0.0471,1035374.33,1
LN02705,39,teacher,public,50000.0,1,640082.05,16,8.7,0,0.7264,175117.17,0
LN02706,60,trader,public,50000.0,2,143685.85,14,5.0,0,0.7015,42883.8,0
LN02707,40,civil_servant,informal,55417.57,2,149223.27,8,9.5,3,0.7561,36393.75,1
LN02708,61,civil_servant,public,50000.0,2,76253.55,12,7.1,0,0.3302,51077.12,0
LN02709,68,trader,public,50000.0,3,409458.7,6,15.7,0,0.136,353787.94,1
LN02710,28,civil_servant,private,50000.0,1,208131.99,24,15.1,3,0.7771,46401.44,1
LN02711,26,trader,public,88996.12,2,125918.63,15,13.4,0,0.7777,27997.43,0
LN02712,72,civil_servant,informal,50000.0,4,299625.76,16,16.9,0,0.1382,258211.99,1
LN02713,51,teacher,informal,50000.0,5,97819.01,20,9.7,4,0.7363,25799.57,1
LN02714,50,artisan,private,136876.17,1,259348.63,18,12.3,3,0.8745,32555.78,1
LN02715,48,teacher,private,50000.0,5,143759.79,12,20.8,3,0.2859,102653.79,1
LN02716,46,teacher,public,50000.0,1,50000.0,10,14.3,0,0.9142,4288.14,0
LN02717,59,civil_servant,public,50000.0,2,51529.95,19,14.3,2,0.8004,10287.17,0
LN02718,53,civil_servant,public,50000.0,1,50000.0,12,8.9,1,0.3244,33780.77,0
LN02719,33,teacher,public,139700.05,2,50000.0,7,10.3,1,0.7425,12875.89,0
LN02720,56,artisan,public,151834.5,1,57330.9,23,8.0,0,0.8247,10049.74,0
LN02721,58,artisan,private,50000.0,1,662376.1,6,18.7,1,0.9325,44702.09,0
LN02722,30,teacher,public,50000.0,1,50000.0,6,5.8,0,0.7925,10373.33,0
LN02723,43,artisan,public,88741.22,4,86314.84,17,15.7,4,0.9228,6660.03,1
LN02724,64,artisan,private,219587.97,2,393850.3,7,14.3,1,0.9636,14355.22,0
LN02725,55,artisan,private,500000.0,3,418691.32,14,5.6,1,0.1106,372389.8,1
LN02726,31,artisan,public,50000.0,3,648345.59,22,16.6,0,0.3115,446377.39,0
LN02727,27,civil_servant,public,50000.0,2,429130.45,6,11.0,0,0.9454,23430.02,0
LN02728,54,civil_servant,public,50000.0,1,209768.1,11,6.7,0,0.2164,164365.04,1
LN02729,48,trader,public,81004.77,1,50000.0,20,13.5,2,0.793,10351.82,0
LN02730,73,trader,self_employed,111322.97,2,50000.0,16,8.7,1,0.862,6898.38,0
LN02731,51,artisan,informal,57289.56,4,50000.0,10,11.2,0,0.2307,38464.14,1
LN02732,71,trader,private,50000.0,1,1245591.55,26,10.0,0,0.9459,67394.17,0
LN02733,35,civil_servant,private,50000.0,3,163769.98,11,8.5,0,0.7892,34525.37,0
LN02734,47,artisan,self_employed,127369.57,3,877090.02,14,7.2,0,0.8441,136756.83,0
LN02735,31,civil_servant,private,106470.35,4,546193.67,21,15.2,0,0.9755,13401.37,0
LN02736,53,artisan,public,50000.0,1,848470.15,17,13.3,0,0.9197,68090.48,0
LN02737,34,civil_servant,public,83701.22,4,209094.02,19,13.0,0,0.3128,143684.22,0
LN02738,49,trader,private,86795.39,2,291204.57,6,10.5,1,0.7707,66787.57,0
LN02739,42,trader,private,202108.28,2,210300.01,19,12.2,0,0.8286,36044.95,0
LN02740,34,civil_servant,public,335602.52,3,50000.0,13,9.1,0,0.9558,2208.5,0
LN02741,29,civil_servant,public,50000.0,1,186337.35,7,9.0,1,0.3051,129490.45,0
LN02742,50,civil_servant,public,101335.53,3,707230.9,13,18.8,0,0.7567,172035.67,0
LN02743,72,trader,public,80389.95,2,1137438.77,13,15.5,0,0.9433,64546.11,0
LN02744,34,trader,private,50000.0,3,301448.09,23,9.8,0,0.7521,74719.92,0
LN02745,45,artisan,self_employed,50000.0,4,381015.6,14,6.0,0,0.784,82289.74,0
LN02746,36,civil_servant,private,68905.55,2,400945.25,7,5.2,2,0.8012,79689.82,0
LN02747,65,trader,public,154224.67,1,125044.26,6,9.5,0,0.7625,29692.87,0
LN02748,45,civil_servant,public,259920.84,1,323849.74,11,12.4,4,0.7949,66437.01,1
LN02749,73,farmer,self_employed,50000.0,4,50000.0,6,12.5,0,0.2537,37314.08,1
LN02750,37,artisan,private,51212.67,2,50000.0,7,12.6,2,0.8745,6275.65,0
LN02751,29,other,public,99345.65,4,1069881.57,10,13.3,5,0.7854,229597.34,1
LN02752,54,farmer,public,54063.75,2,614074.62,9,7.8,0,0.7156,174656.94,0
LN02753,57,trader,self_employed,99074.18,2,111553.54,16,18.0,1,0.7781,24756.27,0
LN02754,74,teacher,self_employed,124390.47,4,50000.0,7,11.2,0,0.7933,10335.86,0
LN02755,68,trader,informal,154742.97,3,51031.77,6,13.2,0,0.7182,14380.44,0
LN02756,69,farmer,private,99378.62,2,338893.68,6,9.4,2,0.8447,52623.26,0
LN02757,56,trader,private,92444.87,1,286089.68,11,13.2,0,0.8594,40230.48,0
LN02758,42,trader,private,50000.0,4,843634.75,8,20.3,3,0.9336,55990.98,1
LN02759,46,farmer,public,50000.0,3,50000.0,6,8.0,2,0.3632,31838.84,0
LN02760,31,artisan,self_employed,189149.64,2,65434.91,23,7.5,1,0.8133,12217.57,0
LN02761,46,other,private,87953.4,2,716828.46,16,8.5,1,0.8085,137298.34,0
LN02762,43,civil_servant,public,89021.7,1,298195.23,11,10.7,2,0.7839,64431.82,0
LN02763,26,civil_servant,informal,50000.0,2,50000.0,13,9.9,0,0.7247,13767.2,0
LN02764,35,trader,public,102417.17,1,100585.64,10,7.8,1,0.8009,20027.69,0
LN02765,51,trader,public,50000.0,1,195925.18,6,11.8,0,0.7606,46898.87,0
LN02766,43,trader,public,50000.0,3,50000.0,18,18.2,0,0.2818,35910.99,0
LN02767,74,civil_servant,informal,50000.0,2,75493.6,17,11.4,0,0.885,8680.9,0
LN02768,48,artisan,informal,117354.22,3,930163.75,6,11.6,0,0.8972,95582.86,0
LN02769,72,civil_servant,private,50000.0,2,187984.32,13,13.4,0,0.0352,181357.93,1
LN02770,58,teacher,informal,77205.83,1,342446.94,14,14.6,1,0.2999,239742.98,0
LN02771,27,farmer,informal,83516.5,2,338334.91,10,17.5,1,0.701,101162.14,0
LN02772,35,teacher,self_employed,322415.44,1,110002.34,24,13.0,4,0.8225,19527.55,1
LN02773,60,trader,informal,184961.59,3,465441.27,23,12.0,2,0.7448,118784.9,0
LN02774,52,civil_servant,public,93002.99,4,475961.93,9,8.0,2,0.7693,109827.35,0
LN02775,40,civil_servant,self_employed,50000.0,3,192726.75,10,15.0,3,0.7089,56106.98,1
LN02776,51,artisan,private,84035.91,3,528210.04,9,8.6,2,0.9824,9275.52,0
LN02777,70,trader,self_employed,56085.15,4,50000.0,8,8.5,0,0.8206,8971.5,0
LN02778,44,civil_servant,public,50000.0,3,78307.79,6,12.8,0,0.1215,68791.08,1
LN02779,27,other,self_employed,112638.9,2,66771.48,15,18.2,0,0.728,18163.19,0
LN02780,40,teacher,informal,50000.0,3,326311.26,23,14.9,0,0.7302,88033.73,0
LN02781,71,artisan,public,62638.15,2,95848.99,21,11.8,3,0.7764,21430.5,1
LN02782,63,trader,informal,102646.08,1,57346.75,16,8.1,0,0.7515,14250.13,0
LN02783,66,other,public,166909.51,3,125868.1,6,18.1,3,0.7012,37604.3,1
LN02784,70,civil_servant,public,80550.76,3,355382.54,6,11.8,0,0.7956,72639.6,0
LN02785,30,civil_servant,public,220841.63,1,50000.0,18,10.8,3,0.0308,48458.16,1
LN02786,39,farmer,self_employed,50000.0,5,50000.0,21,14.2,0,0.968,1600.21,0
LN02787,27,farmer,private,50000.0,1,253048.46,15,10.2,0,0.9226,19595.54,0
LN02788,25,trader,public,137265.14,3,50000.0,10,9.0,3,0.996,200.14,1
LN02789,66,civil_servant,private,73494.27,5,272797.98,20,9.4,0,0.3199,185529.53,0
LN02790,71,trader,public,50000.0,1,610660.13,16,9.4,1,0.8708,78910.12,0
LN02791,32,artisan,private,50000.0,4,247343.19,18,7.5,0,0.7927,51265.87,0
LN02792,61,artisan,informal,113503.7,3,911651.44,6,7.0,2,0.7112,263296.67,0
LN02793,51,trader,self_employed,50000.0,3,56473.33,14,15.9,1,0.8301,9596.41,0
LN02794,28,civil_servant,self_employed,189558.76,5,69079.57,22,14.7,2,0.8375,11225.48,0
LN02795,70,teacher,private,50000.0,3,108124.54,15,8.7,0,0.8706,13986.6,0
LN02796,68,artisan,informal,50000.0,2,377601.72,17,15.6,1,0.8769,46490.74,0
LN02797,53,trader,public,95278.36,3,307212.94,12,13.2,0,0.3631,195650.38,0
LN02798,60,teacher,public,50000.0,2,282728.7,12,10.7,1,0.1542,239142.77,1
LN02799,44,other,public,124737.5,1,139474.52,20,7.1,1,0.7357,36858.87,0
LN02800,64,civil_servant,private,50000.0,1,92427.14,7,13.4,0,0.356,59526.81,0
LN02801,47,teacher,private,122890.84,2,50000.0,7,19.5,2,0.1311,43447.16,1
LN02802,74,teacher,self_employed,79214.42,3,156523.44,9,12.1,0,0.9329,10506.69,0
LN02803,28,trader,public,50000.0,4,228351.46,12,16.0,0,0.9415,13366.28,0
LN02804,33,farmer,public,71197.23,5,89141.1,6,11.2,1,0.7335,23756.53,0
LN02805,73,teacher,private,105891.54,1,398143.64,16,15.7,1,0.7655,93372.18,0
LN02806,39,trader,informal,50000.0,2,175240.58,11,11.4,1,0.7644,41282.75,0
LN02807,40,civil_servant,public,76205.38,2,50000.0,17,5.0,6,0.2941,35293.15,1
LN02808,64,artisan,public,50000.0,1,315061.18,6,9.1,0,0.8361,51626.52,0
LN02809,34,civil_servant,public,50000.0,2,50000.0,17,12.5,5,0.7502,12491.93,1
LN02810,50,civil_servant,private,140959.45,2,293701.32,20,16.3,1,0.7154,83586.34,0
LN02811,39,trader,public,50000.0,4,258181.48,14,11.4,0,0.8704,33471.26,0
LN02812,34,teacher,public,210786.48,1,503825.09,12,12.1,1,0.8702,65393.97,0
LN02813,73,other,private,105655.4,3,414037.51,17,9.7,0,0.7688,95742.16,0
LN02814,34,artisan,public,50000.0,4,1591900.32,19,18.2,5,0.8021,315072.68,1
LN02815,29,artisan,public,50000.0,3,1493095.77,15,18.0,0,0.1886,1211549.26,1
LN02816,58,trader,public,89969.26,1,64993.07,15,9.3,0,0.3046,45194.73,0
LN02817,68,trader,informal,151909.6,1,561295.51,21,5.9,1,0.0565,529568.38,1
LN02818,31,other,private,137421.98,5,50000.0,16,5.0,0,0.8539,7305.1,0
LN02819,60,trader,public,75537.86,1,178545.09,7,14.4,0,0.8893,19760.65,0
LN02820,52,artisan,public,211266.42,1,202354.43,19,12.5,0,0.3666,128170.39,0
LN02821,66,trader,private,50000.0,5,50000.0,11,8.9,3,0.2397,38016.46,1
LN02822,31,civil_servant,informal,50000.0,3,493180.09,12,13.1,0,0.9643,17614.79,0
LN02823,73,teacher,public,50000.0,3,54840.44,12,7.1,0,0.7846,11814.95,0
LN02824,55,civil_servant,public,168780.77,1,50000.0,17,15.2,0,0.9025,4873.59,0
LN02825,67,civil_servant,public,162459.25,2,411564.85,22,10.5,3,0.1068,367598.86,1
LN02826,43,civil_servant,private,50000.0,3,393959.28,12,7.7,3,0.9541,18083.56,1
LN02827,72,civil_servant,informal,158276.38,1,242832.43,22,10.5,4,0.7161,68931.12,1
LN02828,56,trader,private,50000.0,1,653174.18,12,10.4,0,0.8516,96944.74,0
LN02829,31,farmer,public,50000.0,1,111340.49,20,13.5,0,0.8849,12809.88,0
LN02830,71,trader,self_employed,50000.0,2,89671.45,13,16.7,2,0.3337,59749.4,0
LN02831,64,artisan,self_employed,50000.0,1,114936.05,9,16.5,0,0.9597,4636.51,0
LN02832,40,teacher,public,50000.0,4,632066.03,23,12.6,0,0.9173,52301.5,0
LN02833,52,civil_servant,public,56279.89,1,97519.46,8,11.3,4,0.8597,13678.99,1
LN02834,44,civil_servant,public,50000.0,1,404312.99,8,9.7,0,0.9522,19323.91,0
LN02835,52,farmer,self_employed,50000.0,5,713273.54,6,5.0,0,0.9513,34752.49,0
LN02836,73,teacher,self_employed,171208.63,5,50000.0,19,11.9,0,0.9417,2912.88,0
LN02837,69,farmer,self_employed,145996.46,3,182597.78,21,8.6,0,0.9561,8012.29,0
LN02838,35,trader,self_employed,177907.81,4,482563.71,14,16.9,5,0.2771,348859.04,1
LN02839,73,artisan,public,50000.0,1,107165.12,6,11.2,0,0.9249,8042.88,0
LN02840,46,artisan,public,121673.77,2,61616.86,11,15.0,0,0.8213,11012.15,0
LN02841,60,other,public,50000.0,1,571532.62,10,10.1,0,0.7782,126746.02,0
LN02842,63,civil_servant,informal,99355.99,2,739922.73,6,9.3,0,0.9017,72741.88,0
LN02843,49,other,private,50000.0,3,58770.23,9,14.4,2,0.9008,5832.65,0
LN02844,47,trader,public,139610.36,3,154951.61,15,13.1,1,0.7902,32506.51,0
LN02845,47,artisan,public,178617.53,1,1145443.0,8,13.3,1,0.9379,71167.42,0
LN02846,68,trader,self_employed,50000.0,2,363012.24,13,11.6,0,0.8697,47293.85,0
LN02847,44,teacher,self_employed,77067.63,5,410244.74,6,15.2,0,0.7027,121959.49,0
LN02848,38,trader,self_employed,91784.66,2,1160608.8,22,14.6,0,0.7211,323720.65,0
LN02849,43,artisan,public,50000.0,1,344049.17,9,5.0,3,0.7987,69244.19,1
LN02850,34,civil_servant,informal,54171.58,2,126034.62,17,11.0,2,0.7844,27172.14,0
LN02851,44,trader,self_employed,174949.48,1,50000.0,13,16.1,0,0.0548,47261.11,1
LN02852,30,teacher,self_employed,94197.26,2,276069.64,14,7.9,2,0.7813,60380.71,0
LN02853,29,artisan,self_employed,58619.49,2,457824.28,6,5.2,2,0.3937,277596.89,0
LN02854,61,trader,informal,91791.84,2,111264.31,7,11.4,2,0.8951,11675.67,0
LN02855,28,teacher,informal,258087.42,2,164911.04,7,14.1,2,0.9178,13560.01,0
LN02856,53,trader,private,50000.0,2,50000.0,12,10.2,6,0.9974,128.17,1
LN02857,63,teacher,private,50000.0,1,398221.56,19,17.2,0,0.0196,390410.04,1
LN02858,61,teacher,public,146687.92,1,1449680.22,14,19.4,0,0.8777,177343.86,0
LN02859,47,artisan,self_employed,91892.9,2,50000.0,6,5.0,5,0.2326,38370.74,1
LN02860,34,artisan,private,50000.0,4,492627.97,12,10.5,1,0.7915,102696.87,0
LN02861,71,trader,public,50000.0,3,50000.0,11,5.0,1,0.7542,12290.0,0
LN02862,66,civil_servant,public,123856.72,1,435614.56,9,14.6,0,0.9029,42285.98,0
LN02863,55,teacher,informal,57073.21,2,190974.85,11,9.3,0,0.9294,13481.36,0
LN02864,29,civil_servant,informal,111523.3,2,1296072.5,16,10.1,5,0.829,221576.67,1
LN02865,26,civil_servant,informal,185351.49,2,435978.44,7,16.6,0,0.3149,298672.93,0
LN02866,40,artisan,private,50000.0,3,1237636.03,9,6.7,1,0.7441,316711.45,0
LN02867,32,trader,self_employed,50000.0,5,436404.91,17,5.7,0,0.804,85550.33,0
LN02868,68,trader,self_employed,50000.0,1,559196.33,14,5.0,5,0.9608,21900.49,1
LN02869,35,other,public,121038.25,2,50000.0,19,17.1,0,0.7467,12666.6,0
LN02870,39,civil_servant,public,50000.0,2,785325.83,20,16.2,3,0.0334,759126.3,1
LN02871,73,civil_servant,informal,247630.15,2,1406199.7,6,10.8,0,0.2974,988062.87,0
LN02872,65,civil_servant,public,50000.0,1,905671.75,13,6.9,4,0.7783,200781.36,1
LN02873,35,civil_servant,private,137390.54,2,105769.89,8,15.3,0,0.7626,25114.47,0
LN02874,44,artisan,self_employed,50000.0,1,529252.53,6,23.0,3,0.9402,31662.05,1
LN02875,50,artisan,self_employed,50000.0,3,1223158.99,7,11.1,1,0.1704,1014701.38,1
LN02876,58,teacher,public,50000.0,3,510882.32,10,7.2,0,0.3072,353938.54,0
LN02877,71,civil_servant,self_employed,50000.0,1,352406.98,10,17.0,0,0.9128,30722.1,0
LN02878,68,trader,public,55724.65,5,516625.11,8,7.5,2,0.7518,128221.91,0
LN02879,73,civil_servant,self_employed,83709.09,3,57252.96,11,10.5,1,0.9983,98.07,0
LN02880,27,teacher,public,93306.37,2,245126.95,26,5.0,0,0.9216,19210.05,0
LN02881,36,teacher,self_employed,50000.0,5,591187.23,6,10.8,0,0.7941,121726.04,0
LN02882,53,civil_servant,self_employed,50000.0,3,309510.43,18,6.9,2,0.8235,54637.02,0
LN02883,27,artisan,public,50000.0,1,249218.26,11,17.0,1,0.8102,47312.91,0
LN02884,42,artisan,public,77662.45,2,331496.86,9,8.1,1,0.804,64989.12,0
LN02885,32,trader,self_employed,50000.0,2,212809.97,6,15.1,0,0.7051,62755.29,0
LN02886,71,teacher,public,68102.75,3,826503.41,16,11.6,0,0.8535,121047.35,0
LN02887,28,teacher,public,276036.29,4,50000.0,6,12.5,0,0.7122,14392.23,0
LN02888,32,civil_servant,private,50000.0,2,246161.71,16,14.1,0,0.9185,20055.03,0
LN02889,34,civil_servant,informal,50000.0,1,64116.04,22,11.8,4,0.9404,3819.69,1
LN02890,32,teacher,private,191330.35,2,159705.31,6,9.4,0,0.8242,28082.08,0
LN02891,53,farmer,public,50000.0,3,59579.97,19,8.8,0,0.055,56302.18,1
LN02892,43,teacher,informal,50000.0,2,500899.83,12,14.0,0,0.8472,76561.36,0
LN02893,70,teacher,private,52933.8,1,209986.24,6,5.0,0,0.2512,157228.18,1
LN02894,38,teacher,private,235686.62,1,833070.55,6,18.7,1,0.9323,56390.82,0
LN02895,51,trader,private,146307.98,3,939466.28,13,12.5,1,0.998,1857.15,0
LN02896,58,civil_servant,public,50000.0,1,630360.83,14,10.7,2,0.955,28339.65,0
LN02897,56,trader,public,126053.32,2,608758.52,6,13.1,0,0.8335,101387.96,0
LN02898,64,farmer,self_employed,96704.21,1,335798.69,12,9.6,3,0.2075,266134.68,1
LN02899,35,artisan,public,50000.0,2,249046.6,16,11.3,4,0.7796,54901.12,1
LN02900,50,farmer,self_employed,154544.17,1,548365.11,17,7.5,6,0.1497,466257.97,1
LN02901,65,civil_servant,public,89607.77,1,112931.53,9,13.5,0,0.8829,13227.37,0
LN02902,68,trader,public,51233.04,3,395374.62,14,11.7,0,0.9881,4686.56,0
LN02903,55,teacher,public,50000.0,1,50000.0,18,12.7,4,0.7823,10883.08,1
LN02904,57,civil_servant,private,50000.0,1,348745.95,17,17.9,2,0.8575,49688.38,0
LN02905,68,civil_servant,self_employed,153064.74,2,106963.32,17,8.8,0,0.8002,21374.4,0
LN02906,56,artisan,public,386919.55,1,452579.75,12,11.5,3,0.8874,50973.53,1
LN02907,72,teacher,public,50000.0,1,434767.18,11,5.4,2,0.7109,125706.14,0
LN02908,31,teacher,public,52105.96,2,325389.47,13,14.2,2,0.8275,56119.7,0
LN02909,42,civil_servant,self_employed,182871.31,2,238609.88,7,11.9,0,0.9595,9674.55,0
LN02910,30,trader,public,165043.08,2,86133.15,18,12.1,1,0.8778,10526.95,0
LN02911,29,civil_servant,self_employed,99750.01,5,320836.28,6,11.4,1,0.8384,51850.69,0
LN02912,48,civil_servant,public,50000.0,2,50000.0,8,9.7,0,0.2765,36177.02,1
LN02913,36,trader,public,83431.52,2,177328.33,11,22.0,2,0.8693,23168.18,0
LN02914,45,trader,self_employed,50000.0,4,211957.65,14,12.2,0,0.7177,59829.42,0
LN02915,46,other,private,152317.05,2,50000.0,15,13.2,0,0.8439,7803.49,0
LN02916,56,trader,public,50000.0,3,120539.31,20,7.4,3,0.7018,35943.1,1
LN02917,72,civil_servant,informal,50000.0,2,632723.08,12,15.5,0,0.9843,9942.47,0
LN02918,67,civil_servant,public,191940.78,2,845495.48,7,11.5,0,0.9278,61057.95,0
LN02919,43,artisan,public,219980.64,4,205271.03,11,13.8,2,0.7298,55468.73,0
LN02920,41,civil_servant,public,50000.0,1,1510941.25,10,15.6,2,0.85,226704.99,0
LN02921,63,civil_servant,private,50000.0,4,129240.32,15,11.6,2,0.7641,30485.96,0
LN02922,31,trader,self_employed,50000.0,2,393981.42,6,9.3,0,0.8123,73937.85,0
LN02923,52,civil_servant,public,90989.46,2,50000.0,10,5.0,1,0.7174,14127.92,0
LN02924,46,teacher,informal,50000.0,2,1449532.89,21,10.5,0,0.8511,215826.52,0
LN02925,34,trader,private,50000.0,1,283382.02,13,9.3,0,0.7389,73991.05,0
LN02926,55,civil_servant,informal,50000.0,1,221342.36,6,7.4,0,0.3928,134406.23,0
LN02927,41,artisan,self_employed,129892.98,4,308561.72,9,17.8,0,0.7432,79235.89,0
LN02928,34,trader,informal,50000.0,2,983138.56,6,15.9,1,0.8425,154843.38,0
LN02929,57,teacher,private,110682.1,4,736448.7,11,5.0,0,0.8373,119813.42,0
